id,label
00209,26
00210,18
00211,7
00212,19
00213,26
00214,25
00215,15
00216,23
00217,9
00218,9
00219,27
00220,27
00221,24
00222,8
00223,4
00224,15
00225,4
00226,19
00227,19
00228,17
00229,24
00230,21
00231,14
00232,11
00233,14
00234,10
00235,14
00236,10
00237,27
00238,14
00239,15
00240,23
00241,15
00242,2
00243,19
00244,23
00245,17
00246,8
00247,24
00248,28
00249,25
00250,19
00251,21
00252,17
00253,2
00254,16
00255,12
00256,11
00257,10
00258,14
00259,7
00260,20
00261,12
00262,19
00263,15
00264,5
00265,18
00266,12
00267,5
00268,14
00269,25
00270,12
00271,18
00272,22
00273,8
00274,28
00275,11
00276,22
00277,1
00278,12
00279,17
00280,9
00281,8
00282,27
00283,26
00284,13
00285,2
00286,14
00287,7
00288,9
00289,4
00290,19
00291,23
00292,16
00293,19
00294,13
00295,25
00296,10
00297,8
00298,9
00299,19
00300,6
00301,5
00302,22
00303,4
00304,21
00305,24
00306,13
00307,18
00308,1
00309,11
00310,23
00311,23
00312,19
00313,23
00314,11
00315,1
00316,11
00317,19
00318,1
00319,10
00320,9
00321,23
00322,4
00323,3
00324,20
00325,12
00326,23
00327,26
00328,4
00329,17
00330,23
00331,4
00332,27
00333,18
00334,20
00335,10
00336,7
00337,5
00338,9
00339,6
00340,16
00341,23
00342,22
00343,20
00344,23
00345,12
00346,7
00347,27
00348,14
00349,26
00350,15
00351,1
00352,25
00353,28
00354,6
00355,14
00356,22
00357,22
00358,21
00359,11
00360,15
00361,12
00362,15
00363,6
00364,22
00365,1
00366,24
00367,10
00368,2
00369,1
00370,2
00371,9
00372,1
00373,7
00374,28
00375,14
00376,22
00377,13
00378,2
00379,23
00380,27
00381,8
00382,9
00383,17
00384,21
00385,18
00386,27
00387,22
00388,18
00389,20
00390,12
00391,19
00392,2
00393,3
00394,13
00395,25
00396,2
00397,19
00398,10
00399,19
00400,1
00401,5
00402,8
00403,8
00404,8
00405,21
00406,9
00407,1
00408,17
00409,4
00410,27
00411,23
00412,8
00413,2
00414,13
00415,14
00416,5
00417,26
00418,22
00419,9
00420,2
00421,18
00422,11
00423,4
00424,13
00425,24
00426,12
00427,28
00428,11
00429,14
00430,28
00431,2
00432,21
00433,10
00434,24
00435,2
00436,19
00437,8
00438,15
00439,27
00440,7
00441,19
00442,27
00443,2
00444,9
00445,28
00446,4
00447,3
00448,12
00449,23
00450,18
00451,25
00452,12
00453,20
00454,16
00455,14
00456,26
00457,17
00458,6
00459,15
00460,16
00461,1
00462,10
00463,1
00464,8
00465,18
00466,24
00467,5
00468,8
00469,5
00470,5
00471,20
00472,24
00473,18
00474,17
00475,18
00476,17
00477,17
00478,2
00479,4
00480,24
00481,22
00482,27
00483,14
00484,4
00485,27
00486,12
00487,16
00488,4
00489,22
00490,27
00491,17
00492,2
00493,9
00494,15
00495,6
00496,9
00497,5
00498,12
00499,10
00500,6
00501,5
00502,27
00503,5
00504,24
00505,28
00506,6
00507,1
00508,16
00509,19
00510,19
00511,12
00512,21
00513,3
00514,23
00515,9
00516,1
00517,26
00518,9
00519,9
00520,1
00521,5
00522,13
00523,4
00524,21
00525,5
00526,20
00527,8
00528,26
00529,13
00530,15
00531,11
00532,17
00533,10
00534,4
00535,1
00536,7
00537,24
00538,21
00539,10
00540,7
00541,22
00542,10
00543,14
00544,11
00545,18
00546,24
00547,27
00548,18
00549,3
00550,13
00551,25
00552,11
00553,14
00554,10
00555,9
00556,20
00557,18
00558,4
00559,28
00560,24
00561,5
00562,19
00563,19
00564,9
00565,2
00566,25
00567,27
00568,7
00569,19
00570,19
00571,15
00572,23
00573,18
00574,3
00575,16
00576,9
00577,11
00578,28
00579,14
00580,1
00581,7
00582,4
00583,7
00584,24
00585,28
00586,5
00587,20
00588,23
00589,26
00590,10
00591,16
00592,23
00593,4
00594,1
00595,7
00596,4
00597,18
00598,16
00599,3
00600,19
00601,10
00602,21
00603,8
00604,28
00605,8
00606,23
00607,24
00608,11
00609,25
00610,20
00611,14
00612,13
00613,21
00614,10
00615,16
00616,19
00617,15
00618,17
00619,3
00620,18
00621,28
00622,7
00623,14
00624,26
00625,21
00626,10
00627,10
00628,11
00629,7
00630,1
00631,4
00632,26
00633,9
00634,25
00635,28
00636,21
00637,10
00638,4
00639,10
00640,3
00641,28
00642,21
00643,17
00644,3
00645,21
00646,27
00647,24
00648,27
00649,12
00650,1
00651,20
00652,15
00653,10
00654,16
00655,24
00656,15
00657,22
00658,13
00659,6
00660,4
00661,6
00662,7
00663,27
00664,2
00665,17
00666,18
00667,20
00668,14
00669,26
00670,17
00671,18
00672,20
00673,8
00674,23
00675,17
00676,11
00677,24
00678,6
00679,22
00680,1
00681,4
00682,5
00683,5
00684,15
00685,27
00686,8
00687,13
00688,17
00689,28
00690,11
00691,4
00692,26
00693,15
00694,12
00695,15
00696,26
00697,24
00698,5
00699,6
00700,5
00701,27
00702,19
00703,5
00704,2
00705,23
00706,1
00707,25
00708,21
00709,22
00710,23
00711,23
00712,13
00713,25
00714,4
00715,20
00716,23
00717,28
00718,6
00719,20
00720,18
00721,26
00722,6
00723,3
00724,19
00725,22
00726,15
00727,12
00728,9
00729,9
00730,6
00731,26
00732,13
00733,27
00734,24
00735,22
00736,8
00737,22
00738,17
00739,1
00740,27
00741,6
00742,12
00743,4
00744,18
00745,9
00746,14
00747,5
00748,3
00749,7
00750,16
00751,2
00752,5
00753,4
00754,2
00755,8
00756,17
00757,28
00758,21
00759,14
00760,15
00761,5
00762,19
00763,7
00764,26
00765,26
00766,8
00767,17
00768,22
00769,27
00770,7
00771,4
00772,24
00773,22
00774,27
00775,8
00776,1
00777,16
00778,25
00779,14
00780,23
00781,12
00782,15
00783,5
00784,27
00785,15
00786,22
00787,24
00788,2
00789,22
00790,22
00791,1
00792,27
00793,10
00794,25
00795,4
00796,24
00797,6
00798,18
00799,14
00800,15
00801,18
00802,5
00803,12
00804,18
00805,23
00806,3
00807,18
00808,9
00809,3
00810,27
00811,7
00812,27
00813,14
00814,19
00815,25
00816,26
00817,26
00818,11
00819,21
00820,28
00821,16
00822,23
00823,10
00824,18
00825,15
00826,23
00827,23
00828,4
00829,4
00830,15
00831,4
00832,23
00833,15
00834,3
00835,9
00836,7
00837,19
00838,9
00839,28
00840,6
00841,9
00842,7
00843,11
00844,6
00845,7
00846,18
00847,26
00848,25
00849,24
00850,20
00851,7
00852,27
00853,12
00854,23
00855,5
00856,9
00857,9
00858,4
00859,17
00860,17
00861,24
00862,11
00863,20
00864,15
00865,9
00866,23
00867,20
00868,7
00869,3
00870,17
00871,5
00872,21
00873,3
00874,25
00875,15
00876,15
00877,21
00878,9
00879,8
00880,8
00881,10
00882,19
00883,21
00884,10
00885,4
00886,14
00887,22
00888,21
00889,27
00890,25
00891,20
00892,23
00893,3
00894,21
00895,10
00896,4
00897,15
00898,12
00899,2
00900,13
00901,16
00902,7
00903,13
00904,17
00905,23
00906,27
00907,18
00908,2
00909,6
00910,23
00911,19
00912,26
00913,13
00914,3
00915,2
00916,16
00917,23
00918,11
00919,11
00920,21
00921,14
00922,3
00923,15
00924,4
00925,10
00926,1
00927,8
00928,12
00929,2
00930,17
00931,4
00932,13
00933,16
00934,20
00935,20
00936,25
00937,26
00938,23
00939,19
00940,12
00941,17
00942,15
00943,26
00944,3
00945,13
00946,7
00947,19
00948,13
00949,1
00950,11
00951,26
00952,5
00953,1
00954,1
00955,12
00956,2
00957,21
00958,12
00959,11
00960,6
00961,8
00962,25
00963,12
00964,19
00965,17
00966,9
00967,28
00968,3
00969,21
00970,21
00971,21
00972,28
00973,28
00974,14
00975,11
00976,6
00977,5
00978,21
00979,8
00980,8
00981,21
00982,25
00983,21
00984,5
00985,17
00986,24
00987,7
00988,26
00989,5
00990,3
00991,7
00992,25
00993,16
00994,11
00995,7
00996,3
00997,1
00998,28
00999,13
01000,2
01001,26
01002,1
01003,6
01004,18
01005,28
01006,9
01007,20
01008,22
01009,11
01010,13
01011,21
01012,25
01013,5
01014,16
01015,2
01016,25
01017,1
01018,28
01019,11
01020,26
01021,11
01022,17
01023,25
01024,27
01025,27
01026,22
01027,7
01028,12
01029,21
01030,21
01031,27
01032,21
01033,23
01034,3
01035,13
01036,3
01037,22
01038,27
01039,23
01040,12
01041,4
01042,5
01043,25
01044,5
01045,5
01046,13
01047,9
01048,22
01049,22
01050,14
01051,5
01052,10
01053,15
01054,2
01055,12
01056,27
01057,26
01058,20
01059,18
01060,17
01061,24
01062,26
01063,3
01064,9
01065,26
01066,15
01067,2
01068,4
01069,15
01070,7
01071,14
01072,19
01073,9
01074,19
01075,16
01076,26
01077,11
01078,27
01079,1
01080,27
01081,22
01082,26
01083,23
01084,18
01085,21
01086,17
01087,18
01088,25
01089,4
01090,27
01091,9
01092,5
01093,2
01094,15
01095,10
01096,28
01097,26
01098,6
01099,8
01100,24
01101,11
01102,8
01103,21
01104,11
01105,12
01106,25
01107,3
01108,27
01109,28
01110,20
01111,7
01112,10
01113,10
01114,23
01115,3
01116,20
01117,14
01118,16
01119,28
01120,23
01121,20
01122,22
01123,2
01124,8
01125,4
01126,22
01127,25
01128,8
01129,11
01130,17
01131,8
01132,6
01133,9
01134,16
01135,19
01136,25
01137,13
01138,27
01139,21
01140,18
01141,7
01142,28
01143,19
01144,8
01145,1
01146,19
01147,22
01148,5
01149,18
01150,20
01151,1
01152,19
01153,28
01154,25
01155,14
01156,22
01157,5
01158,7
01159,25
01160,23
01161,18
01162,2
01163,1
01164,13
01165,12
01166,20
01167,24
01168,6
01169,15
01170,14
01171,15
01172,4
01173,18
01174,17
01175,12
01176,7
01177,12
01178,22
01179,18
01180,23
01181,19
01182,5
01183,3
01184,19
01185,24
01186,21
01187,20
01188,17
01189,6
01190,16
01191,1
01192,27
01193,23
01194,4
01195,28
01196,8
01197,1
01198,26
01199,28
01200,9
01201,3
01202,2
01203,1
01204,9
01205,15
01206,10
01207,7
01208,14
01209,4
01210,25
01211,19
01212,11
01213,14
01214,12
01215,20
01216,5
01217,21
01218,5
01219,10
01220,7
01221,15
01222,19
01223,27
01224,10
01225,4
01226,3
01227,11
01228,7
01229,1
01230,17
01231,21
01232,15
01233,4
01234,18
01235,5
01236,15
01237,28
01238,26
01239,22
01240,26
01241,13
01242,20
01243,3
01244,13
01245,22
01246,25
01247,17
01248,2
01249,12
01250,14
01251,26
01252,12
01253,25
01254,6
01255,27
01256,6
01257,12
01258,15
01259,4
01260,20
01261,2
01262,20
01263,21
01264,10
01265,17
01266,23
01267,19
01268,2
01269,23
01270,7
01271,4
01272,9
01273,8
01274,24
01275,15
01276,28
01277,17
01278,13
01279,15
01280,15
01281,28
01282,27
01283,11
01284,9
01285,21
01286,24
01287,9
01288,23
01289,2
01290,5
01291,16
01292,6
01293,1
01294,9
01295,8
01296,25
01297,1
01298,1
01299,25
01300,11
01301,22
01302,18
01303,3
01304,2
01305,10
01306,20
01307,6
01308,21
01309,3
01310,13
01311,10
01312,19
01313,10
01314,28
01315,1
01316,13
01317,25
01318,26
01319,2
01320,4
01321,14
01322,28
01323,25
01324,8
01325,24
01326,6
01327,5
01328,22
01329,10
01330,6
01331,9
01332,4
01333,18
01334,16
01335,4
01336,11
01337,3
01338,6
01339,8
01340,20
01341,17
01342,15
01343,2
01344,15
01345,17
01346,5
01347,9
01348,18
01349,14
01350,17
01351,7
01352,5
01353,11
01354,23
01355,11
01356,8
01357,21
01358,17
01359,28
01360,6
01361,12
01362,4
01363,21
01364,23
01365,21
01366,24
01367,27
01368,14
01369,9
01370,5
01371,25
01372,18
01373,5
01374,17
01375,26
01376,18
01377,9
01378,9
01379,27
01380,27
01381,17
01382,10
01383,12
01384,21
01385,13
01386,4
01387,28
01388,28
01389,8
01390,12
01391,16
01392,9
01393,28
01394,13
01395,17
01396,25
01397,27
01398,5
01399,2
01400,17
01401,19
01402,7
01403,21
01404,11
01405,9
01406,15
01407,28
01408,13
01409,28
01410,3
01411,3
01412,12
01413,16
01414,13
01415,15
01416,20
01417,14
01418,11
01419,27
01420,12
01421,18
01422,14
01423,4
01424,27
01425,7
01426,21
01427,21
01428,2
01429,28
01430,2
01431,27
01432,11
01433,7
01434,2
01435,28
01436,14
01437,18
01438,21
01439,3
01440,6
01441,2
01442,27
01443,10
01444,14
01445,4
01446,22
01447,19
01448,13
01449,22
01450,19
01451,5
01452,22
01453,3
01454,25
01455,7
01456,21
01457,10
01458,10
01459,20
01460,17
01461,7
01462,6
01463,1
01464,7
01465,22
01466,11
01467,7
01468,24
01469,12
01470,15
01471,3
01472,5
01473,9
01474,19
01475,2
01476,10
01477,13
01478,5
01479,13
01480,8
01481,26
01482,6
01483,17
01484,2
01485,14
01486,17
01487,27
01488,5
01489,8
01490,17
01491,11
01492,15
01493,27
01494,27
01495,8
01496,5
01497,17
01498,22
01499,2
01500,10
01501,6
01502,1
01503,3
01504,2
01505,18
01506,24
01507,11
01508,12
01509,28
01510,26
01511,14
01512,7
01513,5
01514,3
01515,3
01516,5
01517,20
01518,8
01519,27
01520,3
01521,14
01522,24
01523,9
01524,2
01525,8
01526,28
01527,15
01528,22
01529,13
01530,20
01531,23
01532,2
01533,23
01534,13
01535,11
01536,27
01537,15
01538,8
01539,9
01540,21
01541,20
01542,24
01543,11
01544,19
01545,12
01546,9
01547,24
01548,7
01549,3
01550,2
01551,10
01552,11
01553,14
01554,26
01555,8
01556,3
01557,26
01558,25
01559,9
01560,14
01561,15
01562,14
01563,18
01564,5
01565,14
01566,14
01567,16
01568,21
01569,1
01570,3
01571,18
01572,20
01573,4
01574,11
01575,5
01576,8
01577,17
01578,1
01579,21
01580,11
01581,4
01582,13
01583,21
01584,12
01585,21
01586,28
01587,3
01588,3
01589,25
01590,20
01591,8
01592,28
01593,26
01594,23
01595,18
01596,23
01597,4
01598,28
01599,5
01600,10
01601,18
01602,8
01603,6
01604,5
01605,12
01606,11
01607,3
01608,3
01609,15
01610,21
01611,3
01612,17
01613,9
01614,15
01615,16
01616,15
01617,22
01618,8
01619,1
01620,9
01621,24
01622,11
01623,6
01624,20
01625,23
01626,21
01627,27
01628,25
01629,18
01630,7
01631,8
01632,1
01633,4
01634,5
01635,5
01636,9
01637,16
01638,7
01639,11
01640,9
01641,27
01642,18
01643,11
01644,2
01645,16
01646,14
01647,18
01648,11
01649,25
01650,16
01651,9
01652,10
01653,27
01654,2
01655,3
01656,1
01657,4
01658,10
01659,8
01660,24
01661,20
01662,18
01663,4
01664,2
01665,19
01666,7
01667,4
01668,19
01669,25
01670,21
01671,25
01672,13
01673,17
01674,6
01675,8
01676,11
01677,28
01678,21
01679,22
01680,27
01681,5
01682,8
01683,3
01684,17
01685,1
01686,4
01687,7
01688,21
01689,18
01690,7
01691,19
01692,24
01693,11
01694,18
01695,24
01696,5
01697,3
01698,15
01699,19
01700,9
01701,5
01702,9
01703,10
01704,28
01705,23
01706,9
01707,27
01708,24
01709,3
01710,19
01711,24
01712,9
01713,28
01714,7
01715,28
01716,23
01717,14
01718,14
01719,15
01720,2
01721,17
01722,1
01723,21
01724,3
01725,18
01726,10
01727,13
01728,26
01729,16
01730,1
01731,19
01732,11
01733,7
01734,1
01735,15
01736,10
01737,18
01738,2
01739,9
01740,5
01741,25
01742,1
01743,5
01744,5
01745,15
01746,22
01747,14
01748,19
01749,9
01750,6
01751,17
01752,15
01753,10
01754,11
01755,24
01756,10
01757,22
01758,6
01759,3
01760,4
01761,4
01762,9
01763,23
01764,15
01765,13
01766,1
01767,22
01768,25
01769,20
01770,16
01771,3
01772,14
01773,20
01774,12
01775,12
01776,18
01777,9
01778,3
01779,2
01780,3
01781,4
01782,8
01783,22
01784,8
01785,8
01786,14
01787,28
01788,21
01789,2
01790,8
01791,25
01792,28
01793,25
01794,17
01795,14
01796,18
01797,19
01798,16
01799,9
01800,24
01801,10
01802,19
01803,18
01804,22
01805,22
01806,1
01807,3
01808,26
01809,24
01810,23
01811,12
01812,3
01813,20
01814,3
01815,20
01816,8
01817,13
01818,19
01819,10
01820,25
01821,11
01822,17
01823,14
01824,9
01825,13
01826,18
01827,11
01828,17
01829,11
01830,28
01831,14
01832,4
01833,8
01834,6
01835,4
01836,8
01837,28
01838,12
01839,7
01840,3
01841,4
01842,20
01843,7
01844,4
01845,8
01846,4
01847,19
01848,22
01849,3
01850,27
01851,19
01852,25
01853,20
01854,16
01855,13
01856,5
01857,15
01858,28
01859,17
01860,8
01861,24
01862,20
01863,12
01864,5
01865,11
01866,25
01867,13
01868,15
01869,14
01870,20
01871,9
01872,24
01873,16
01874,4
01875,9
01876,6
01877,4
01878,19
01879,24
01880,28
01881,20
01882,7
01883,7
01884,19
01885,7
01886,12
01887,24
01888,7
01889,8
01890,15
01891,14
01892,9
01893,11
01894,3
01895,22
01896,9
01897,13
01898,26
01899,4
01900,15
01901,21
01902,10
01903,10
01904,7
01905,2
01906,1
01907,16
01908,8
01909,19
01910,24
01911,14
01912,15
01913,11
01914,22
01915,25
01916,6
01917,14
01918,9
01919,8
01920,5
01921,3
01922,7
01923,22
01924,26
01925,9
01926,27
01927,16
01928,7
01929,14
01930,9
01931,1
01932,5
01933,6
01934,5
01935,27
01936,19
01937,16
01938,7
01939,16
01940,25
01941,23
01942,1
01943,17
01944,22
01945,9
01946,20
01947,8
01948,24
01949,27
01950,9
01951,26
01952,20
01953,22
01954,17
01955,4
01956,16
01957,6
01958,27
01959,18
01960,12
01961,24
01962,16
01963,9
01964,8
01965,18
01966,18
01967,1
01968,21
01969,26
01970,2
01971,1
01972,21
01973,9
01974,19
01975,28
01976,27
01977,17
01978,20
01979,12
01980,26
01981,4
01982,15
01983,22
01984,24
01985,24
01986,7
01987,14
01988,15
01989,3
01990,13
01991,7
01992,17
01993,7
01994,12
01995,22
01996,10
01997,21
01998,9
01999,9
02000,28
02001,16
02002,20
02003,17
02004,22
02005,26
02006,10
02007,7
02008,2
02009,16
02010,25
02011,5
02012,27
02013,14
02014,1
02015,21
02016,22
02017,4
02018,19
02019,2
02020,4
02021,18
02022,4
02023,1
02024,19
02025,17
02026,16
02027,8
02028,23
02029,12
02030,21
02031,19
02032,26
02033,17
02034,3
02035,8
02036,16
02037,24
02038,12
02039,12
02040,25
02041,17
02042,7
02043,7
02044,8
02045,22
02046,18
02047,4
02048,14
02049,10
02050,10
02051,10
02052,11
02053,9
02054,2
02055,7
02056,15
02057,16
02058,2
02059,2
02060,23
02061,27
02062,10
02063,20
02064,7
02065,6
02066,12
02067,20
02068,2
02069,9
02070,9
02071,6
02072,8
02073,28
02074,4
02075,10
02076,22
02077,14
02078,4
02079,9
02080,20
02081,16
02082,9
02083,22
02084,27
02085,1
02086,3
02087,10
02088,10
02089,7
02090,24
02091,28
02092,13
02093,14
02094,7
02095,6
02096,5
02097,11
02098,25
02099,10
02100,27
02101,23
02102,19
02103,9
02104,21
02105,17
02106,26
02107,20
02108,6
02109,15
02110,10
02111,6
02112,17
02113,13
02114,16
02115,9
02116,5
02117,9
02118,15
02119,23
02120,5
02121,28
02122,14
02123,3
02124,26
02125,23
02126,17
02127,20
02128,22
02129,21
02130,21
02131,4
02132,12
02133,7
02134,2
02135,14
02136,15
02137,18
02138,24
02139,6
02140,12
02141,19
02142,9
02143,18
02144,2
02145,18
02146,11
02147,18
02148,16
02149,10
02150,10
02151,2
02152,12
02153,26
02154,12
02155,2
02156,24
02157,26
02158,7
02159,12
02160,12
02161,7
02162,22
02163,23
02164,28
02165,28
02166,24
02167,26
02168,23
02169,17
02170,10
02171,5
02172,3
02173,11
02174,3
02175,24
02176,21
02177,6
02178,4
02179,25
02180,25
02181,18
02182,2
02183,26
02184,14
02185,4
02186,7
02187,9
02188,21
02189,16
02190,19
02191,12
02192,25
02193,8
02194,12
02195,11
02196,13
02197,18
02198,10
02199,26
02200,22
02201,19
02202,20
02203,20
02204,25
02205,8
02206,28
02207,27
02208,21
02209,20
02210,20
02211,3
02212,16
02213,25
02214,23
02215,10
02216,14
02217,27
02218,28
02219,7
02220,13
02221,9
02222,27
02223,23
02224,18
02225,10
02226,19
02227,2
02228,28
02229,11
02230,3
02231,5
02232,12
02233,25
02234,17
02235,28
02236,4
02237,5
02238,9
02239,26
02240,3
02241,7
02242,13
02243,11
02244,22
02245,21
02246,1
02247,5
02248,24
02249,11
02250,9
02251,13
02252,1
02253,6
02254,2
02255,3
02256,5
02257,26
02258,22
02259,19
02260,23
02261,6
02262,11
02263,23
02264,18
02265,6
02266,7
02267,19
02268,8
02269,23
02270,26
02271,11
02272,7
02273,15
02274,17
02275,17
02276,17
02277,15
02278,1
02279,3
02280,18
02281,8
02282,9
02283,22
02284,15
02285,17
02286,24
02287,27
02288,19
02289,26
02290,6
02291,3
02292,1
02293,7
02294,23
02295,10
02296,4
02297,12
02298,3
02299,17
02300,20
02301,16
02302,1
02303,21
02304,19
02305,15
02306,15
02307,14
02308,24
02309,18
02310,7
02311,8
02312,25
02313,20
02314,1
02315,16
02316,20
02317,11
02318,14
02319,18
02320,18
02321,26
02322,25
02323,9
02324,6
02325,7
02326,6
02327,28
02328,2
02329,15
02330,12
02331,20
02332,10
02333,12
02334,23
02335,12
02336,26
02337,23
02338,2
02339,7
02340,26
02341,4
02342,23
02343,10
02344,28
02345,10
02346,25
02347,3
02348,27
02349,21
02350,8
02351,9
02352,7
02353,1
02354,22
02355,14
02356,27
02357,26
02358,27
02359,5
02360,17
02361,13
02362,18
02363,6
02364,17
02365,18
02366,24
02367,3
02368,18
02369,12
02370,25
02371,10
02372,28
02373,27
02374,16
02375,10
02376,4
02377,15
02378,6
02379,1
02380,16
02381,18
02382,15
02383,3
02384,6
02385,22
02386,20
02387,4
02388,27
02389,11
02390,16
02391,6
02392,6
02393,19
02394,5
02395,9
02396,9
02397,3
02398,2
02399,4
02400,27
02401,25
02402,17
02403,6
02404,14
02405,10
02406,17
02407,14
02408,13
02409,9
02410,11
02411,15
02412,25
02413,22
02414,3
02415,19
02416,21
02417,1
02418,21
02419,16
02420,21
02421,1
02422,2
02423,24
02424,19
02425,11
02426,18
02427,6
02428,13
02429,12
02430,9
02431,18
02432,10
02433,3
02434,8
02435,26
02436,28
02437,6
02438,18
02439,12
02440,24
02441,20
02442,20
02443,24
02444,11
02445,8
02446,6
02447,5
02448,18
02449,3
02450,28
02451,12
02452,14
02453,13
02454,11
02455,26
02456,20
02457,24
02458,19
02459,28
02460,26
02461,11
02462,26
02463,15
02464,2
02465,24
02466,10
02467,10
02468,23
02469,15
02470,27
02471,14
02472,20
02473,22
02474,2
02475,25
02476,16
02477,19
02478,17
02479,22
02480,5
02481,9
02482,12
02483,16
02484,8
02485,26
02486,3
02487,6
02488,19
02489,12
02490,17
02491,17
02492,26
02493,26
02494,21
02495,8
02496,10
02497,1
02498,25
02499,28
02500,27
02501,19
02502,11
02503,20
02504,17
02505,24
02506,22
02507,15
02508,23
02509,22
02510,27
02511,22
02512,22
02513,26
02514,1
02515,13
02516,4
02517,21
02518,15
02519,18
02520,13
02521,7
02522,11
02523,7
02524,18
02525,4
02526,27
02527,1
02528,2
02529,21
02530,13
02531,26
02532,8
02533,24
02534,14
02535,23
02536,15
02537,1
02538,2
02539,26
02540,10
02541,6
02542,10
02543,28
02544,5
02545,25
02546,17
02547,12
02548,25
02549,11
02550,6
02551,3
02552,8
02553,15
02554,12
02555,2
02556,28
02557,17
02558,3
02559,1
02560,2
02561,12
02562,19
02563,2
02564,20
02565,20
02566,24
02567,15
02568,5
02569,10
02570,24
02571,22
02572,28
02573,11
02574,18
02575,9
02576,9
02577,21
02578,2
02579,2
02580,2
02581,26
02582,21
02583,12
02584,1
02585,10
02586,17
02587,22
02588,21
02589,2
02590,14
02591,19
02592,17
02593,12
02594,22
02595,16
02596,15
02597,17
02598,15
02599,1
02600,14
02601,2
02602,6
02603,11
02604,19
02605,23
02606,2
02607,16
02608,6
02609,24
02610,14
02611,9
02612,2
02613,25
02614,3
02615,18
02616,16
02617,27
02618,19
02619,6
02620,15
02621,7
02622,26
02623,13
02624,11
02625,26
02626,8
02627,24
02628,21
02629,25
02630,9
02631,14
02632,15
02633,15
02634,19
02635,27
02636,17
02637,2
02638,8
02639,19
02640,13
02641,9
02642,25
02643,26
02644,27
02645,26
02646,9
02647,7
02648,23
02649,1
02650,27
02651,19
02652,26
02653,1
02654,27
02655,22
02656,6
02657,26
02658,20
02659,4
02660,27
02661,18
02662,27
02663,16
02664,12
02665,9
02666,15
02667,11
02668,11
02669,17
02670,3
02671,16
02672,5
02673,4
02674,1
02675,23
02676,3
02677,4
02678,11
02679,16
02680,12
02681,6
02682,28
02683,9
02684,1
02685,2
02686,8
02687,1
02688,2
02689,20
02690,27
02691,10
02692,6
02693,21
02694,7
02695,10
02696,15
02697,21
02698,18
02699,20
02700,21
02701,3
02702,2
02703,18
02704,28
02705,21
02706,26
02707,28
02708,8
02709,1
02710,8
02711,2
02712,19
02713,10
02714,10
02715,26
02716,17
02717,12
02718,27
02719,17
02720,28
02721,5
02722,4
02723,21
02724,19
02725,7
02726,25
02727,17
02728,21
02729,26
02730,3
02731,13
02732,19
02733,24
02734,16
02735,17
02736,5
02737,10
02738,26
02739,22
02740,10
02741,14
02742,18
02743,22
02744,13
02745,6
02746,16
02747,21
02748,20
02749,14
02750,15
02751,2
02752,14
02753,18
02754,10
02755,24
02756,16
02757,17
02758,8
02759,28
02760,24
02761,13
02762,10
02763,23
02764,2
02765,4
02766,6
02767,23
02768,19
02769,17
02770,17
02771,27
02772,3
02773,16
02774,28
02775,22
02776,15
02777,21
02778,11
02779,20
02780,12
02781,25
02782,28
02783,7
02784,2
02785,26
02786,24
02787,2
02788,15
02789,16
02790,11
02791,27
02792,6
02793,15
02794,4
02795,20
02796,10
02797,19
